SEQ,T_US,A1X,A1Y,A1Z,G1X,G1Y,G1Z,A2X,A2Y,A2Z,G2X,G2Y,G2Z
43723,440529657,9.139,0.749,5.303,0.3946,-0.0235,0.0657,-1.077,0.053,9.881,-0.0005,0.0013,-0.0003
43724,440539652,9.160,0.759,5.313,0.4005,-0.0347,0.0742,-1.085,0.057,9.876,-0.0002,-0.0003,-0.0005
43725,440549653,9.110,0.776,5.301,0.4034,-0.0502,0.0790,-1.085,0.045,9.862,0.0003,-0.0006,-0.0005
43726,440559656,9.129,0.749,5.241,0.3845,-0.0734,0.0929,-1.087,0.057,9.852,-0.0002,0.0010,-0.0013
43727,440569655,9.191,0.675,5.162,0.3741,-0.0872,0.1041,-1.097,0.043,9.864,-0.0005,0.0002,-0.0003
43728,440579652,9.306,0.654,5.095,0.3784,-0.0723,0.1059,-1.080,0.055,9.874,0.0000,-0.0000,0.0005
43729,440589658,9.414,0.634,5.049,0.3797,-0.0507,0.0878,-1.077,0.065,9.881,-0.0005,0.0008,-0.0003
43730,440599653,9.373,0.678,5.042,0.3696,-0.0323,0.0617,-1.070,0.060,9.862,-0.0002,0.0008,-0.0000
43731,440609652,9.278,0.745,5.016,0.3592,-0.0339,0.0513,-1.085,0.077,9.862,-0.0005,-0.0003,0.0003
43732,440619654,9.163,0.783,4.987,0.3557,-0.0457,0.0561,-1.097,0.048,9.883,0.0000,0.0002,0.0005
43733,440629654,9.086,0.893,5.025,0.3819,-0.0467,0.0649,-1.082,0.055,9.876,0.0003,-0.0000,-0.0003
43734,440639657,9.062,0.912,5.061,0.4330,-0.0433,0.0793,-1.089,0.053,9.869,-0.0002,0.0005,-0.0000
43735,440649655,9.203,0.852,5.143,0.4482,-0.0297,0.0971,-1.087,0.053,9.867,-0.0002,0.0010,-0.0005
43736,440659658,9.359,0.795,5.195,0.4176,-0.0227,0.0979,-1.070,0.045,9.871,0.0000,0.0002,-0.0003
43737,440669656,9.333,0.783,5.186,0.3749,-0.0422,0.0889,-1.070,0.050,9.876,0.0000,0.0008,-0.0000
43738,440679656,9.203,0.852,5.322,0.2923,-0.0760,0.0766,-1.063,0.057,9.878,-0.0002,0.0008,0.0005
43739,440689655,9.237,0.812,5.267,0.1900,-0.0901,0.0582,-1.061,0.060,9.871,-0.0002,0.0002,-0.0005
43740,440699657,9.256,0.785,5.057,0.1602,-0.0880,0.0273,-1.063,0.043,9.876,0.0003,0.0002,-0.0005
43741,440709657,9.268,0.797,5.023,0.1503,-0.0798,0.0161,-1.070,0.055,9.874,-0.0005,0.0010,-0.0000
43742,440719654,9.290,0.783,4.999,0.1679,-0.0627,0.0017,-1.058,0.053,9.855,0.0003,0.0002,-0.0003
43743,440729655,9.306,0.816,4.968,0.1719,-0.0475,0.0009,-1.056,0.060,9.855,0.0003,0.0005,-0.0003
43744,440739656,9.246,0.838,4.958,0.1575,-0.0544,0.0268,-1.063,0.043,9.850,0.0008,0.0013,-0.0005
43745,440749651,9.225,0.845,4.978,0.1578,-0.0584,0.0465,-1.087,0.065,9.869,0.0000,0.0005,0.0003
43746,440759658,9.203,0.934,4.980,0.1769,-0.0478,0.0537,-1.068,0.069,9.883,-0.0008,0.0002,0.0005
43747,440769654,9.189,0.989,4.992,0.2297,-0.0462,0.0676,-1.070,0.067,9.869,-0.0002,-0.0000,-0.0008
43748,440779653,9.256,0.943,5.006,0.2633,-0.0582,0.0953,-1.063,0.034,9.859,0.0003,0.0005,-0.0000
43749,440789658,9.309,0.919,5.061,0.2593,-0.0662,0.1081,-1.063,0.041,9.852,0.0006,0.0008,-0.0000
43750,440799655,9.328,0.891,5.112,0.2252,-0.0648,0.0950,-1.097,0.029,9.871,-0.0002,-0.0000,-0.0005
43751,440809659,9.325,0.898,5.109,0.2119,-0.0702,0.0668,-1.082,0.053,9.881,0.0003,0.0002,-0.0013
43752,440819652,9.328,0.881,5.035,0.2127,-0.0816,0.0526,-1.082,0.038,9.867,0.0003,0.0018,-0.0011
43753,440829655,9.323,0.838,4.954,0.1969,-0.1024,0.0614,-1.068,0.065,9.867,0.0000,0.0010,-0.0021
43754,440839658,9.301,0.850,4.879,0.1769,-0.1208,0.0830,-1.075,0.053,9.881,0.0006,-0.0000,-0.0011
43755,440849651,9.270,0.845,4.891,0.1578,-0.1229,0.0913,-1.075,0.050,9.881,0.0011,0.0008,-0.0013
43756,440859652,9.246,0.881,4.901,0.1386,-0.1195,0.0862,-1.073,0.045,9.862,0.0011,0.0008,-0.0003
43757,440869651,9.256,0.900,4.860,0.1468,-0.1195,0.0761,-1.094,0.065,9.888,0.0000,0.0005,0.0005
43758,440879654,9.258,0.881,4.870,0.1839,-0.1141,0.0638,-1.082,0.072,9.881,0.0000,0.0002,0.0008
43759,440889654,9.313,0.922,4.822,0.2516,-0.1003,0.0505,-1.077,0.062,9.855,0.0000,-0.0014,0.0005
43760,440899655,9.347,0.919,4.788,0.3387,-0.0768,0.0478,-1.075,0.053,9.857,0.0000,-0.0011,-0.0000
43761,440909655,9.354,0.898,4.805,0.3856,-0.0816,0.0742,-1.087,0.057,9.867,0.0003,0.0008,0.0003
43762,440919656,9.323,0.924,4.927,0.3765,-0.0947,0.1105,-1.070,0.057,9.864,0.0000,0.0015,-0.0003
43763,440929658,9.275,0.934,4.934,0.3512,-0.1205,0.1270,-1.073,0.038,9.867,0.0006,0.0010,-0.0003
43764,440939653,9.254,0.910,4.944,0.3054,-0.1445,0.1198,-1.085,0.065,9.862,0.0000,0.0010,-0.0008
43765,440949655,9.299,0.924,4.961,0.2564,-0.1458,0.0867,-1.075,0.069,9.857,0.0006,0.0008,-0.0005
43766,440959657,9.345,0.903,4.865,0.2236,-0.1472,0.0550,-1.075,0.053,9.847,-0.0002,-0.0000,-0.0005
43767,440969655,9.354,0.879,4.788,0.2097,-0.1509,0.0334,-1.087,0.065,9.862,0.0003,-0.0006,-0.0003
43768,440979653,9.385,0.891,4.750,0.1889,-0.1584,0.0401,-1.075,0.067,9.859,0.0000,0.0005,-0.0003
43769,440989654,9.388,0.986,4.709,0.2001,-0.1613,0.0529,-1.077,0.067,9.869,-0.0008,-0.0003,-0.0000
43770,440999655,9.349,1.020,4.609,0.2961,-0.1509,0.0644,-1.085,0.055,9.881,0.0000,-0.0003,0.0003
43771,441009654,9.431,0.934,4.609,0.3653,-0.1325,0.0697,-1.068,0.074,9.859,-0.0002,-0.0003,-0.0003
